"agencyIdentification","agencyCode","agencyCity","agencyProvince","agencyPhone","agencyAddress1","agencyCap","agencyEmail","agencyDescription","agencyfax","companyId","companyName","status","order"
"AGROMA40014","40014","ROMA","  ","0683799040","","","","ROMA","",1,"Cristallo srls","published",""
"AGROMAF51","F51","ROMA","  ","066782420","","","","ROMA","",1,"Cristallo srls","published",""
"AGROMARM","RM","ROMA","  ","064666986","","","","ROMA BONCOMPAGNI ","",1,"Cristallo srls","published",""
"AGROMA CLODIOIR6","IR6","ROMA CLODIO","  ","0637352166","","","","ROMA CLODIO","",1,"Cristallo srls","published",""
"AGROMA4295","4295","ROMA","  ","0665192416","","","","ROMA MURATELLA","",1,"Cristallo srls","published",""
"AG647","647","ROMA PACINOTTI","  ","06 8956 6451","","","","ROMA PACINOTTI","",1,"Cristallo srls","published",""
"AGROMA186","186","ROMA","  ","0258245556","","","PRONTASSISTENZA.GROUPAMA@EUROPEASSISTANCE.IT","ROMA PAVESE","",1,"Cristallo srls","published",""
"AGROMA633","633","ROMA","  ","063908091","","","","ROMA PIAZZALE DEGLI EROI","",1,"Cristallo srls","published",""
"AGROMA5595","5595","ROMA","  ","062288740","","","","ROMA TORSAPIENZA","",1,"Cristallo srls","published",""
"AG543","543","ROMA ","  ","06 7696 3536","","","","ROMA TUSCOLANA","",1,"Cristallo srls","published",""
"AGROMA05323","05323","ROMA","  ","06 8880 2501","","","","ROMA VILLA BORGHESE","",1,"Cristallo srls","published",""
"AGPINEROLO01","01","PINEROLO","  ","0121378658","","","","RONCHAIL SIMONA","",1,"Cristallo srls","published",""
"AGBEINASCO244","244","BEINASCO","  ","0113490386","","","","RONCO","",1,"Cristallo srls","published",""
"AGRONCO SCRIVIAL09","L09","RONCO SCRIVIA","  ","010935656","","","","RONCO SCRIVIA","",1,"Cristallo srls","published",""
"AGBIELLA 4I15","I15","BIELLA 4","  "," 015 25281","","","","ROSAZZA ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGROMA 22103","2103","ROMA 2","  ","0425 590987","","","","ROSSI ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGALESSANDRIA00","00","ALESSANDRIA","AL","0131252372","PIAZZA CARDUCCI 3","15100","","ROSSIGNOLI &amp; BURATTO S.N.C. DI ROSSIGNOLI ROBERTO E BURATTO","",1,"Cristallo srls","published",""
"AGLEGNANO3056","3056","LEGNANO","  ","0331450062","","","","ROVEDA ASS.NI","",1,"Cristallo srls","published",""
"AGTRINO0610","0610","TRINO","  ","0161801138","","","","ROVIGLIONE ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGACQUI TERME 2 00101","00101","ACQUI TERME 2 ","  ","0144322555","","","","RT SAS ","",1,"Cristallo srls","published",""
"AGACQUI TERME 3 RT SRL","RT SRL","ACQUI TERME 3 ","  ","0144 322555","","","","RT SRL","",1,"Cristallo srls","published",""
"AGTORINO166","166","TORINO","  ","011331050","","","","RUFFINI","",1,"Cristallo srls","published",""
"AGCIRIE'00","00","CIRIE'","TO","0119212041","VIA VITTORIO VENETO 9/A","10073","","RUGGERO PELLEGATTA","",1,"Cristallo srls","published",""
"AGTORINO STATUTO00","00","TORINO STATUTO","TO","0114333325","CORSO FRANCIA 5","10138","","S.B.M. S.A.S. DI SILLANO BRUNO E C.","",1,"Cristallo srls","published",""
"AGTORINO S07S07","S07","TORINO S07","  ","014345220","","","","S07 SRL","",1,"Cristallo srls","published",""
"AGMILANO922","922","MILANO","  ","02 8912 3854","","","","SACAM INSURANCE BROKER","",1,"Cristallo srls","published",""
"AGSACILES48","S48","SACILE","  ","0434 71834","","","","SACILE","",1,"Cristallo srls","published",""
"AGALESSANDRIA1015","1015","ALESSANDRIA","  ","0131441188","","","","SAG DI FUSO ","",1,"Cristallo srls","published",""
"AGTORINO SOLFERINOL90","L90","TORINO SOLFERINO","  ","276176409","","","","SALUSSO CARLA","",1,"Cristallo srls","published",""
"AGSALUZZO119","119","SALUZZO","  ","017544614","","","AG119@HDIARETE.IT","SALUZZO","",1,"Cristallo srls","published",""
"AGSALUZZO648","648","SALUZZO","  ","0175 45809","","","","SALUZZO","",1,"Cristallo srls","published",""
"AGSALUZZOA512","A512","SALUZZO","  ","","","","","SALUZZO","",1,"Cristallo srls","published",""
"AGSALUZZO53301","53301","SALUZZO","  ","017542652","","","","SALUZZO","",1,"Cristallo srls","published",""
"AGSALUZZO021","021","SALUZZO","  ","0119807347","","","","SALUZZO ","",1,"Cristallo srls","published",""
"AGSALUZZOAS12","AS12","SALUZZO","  ","017543567","","","","SALUZZO","",1,"Cristallo srls","published",""
"AG055","055","SALUZZO","  ","","","","","SALUZZO","",1,"Cristallo srls","published",""
"AG5131","5131","SALUZZO","  ","017542700","","","","SALUZZO","",1,"Cristallo srls","published",""
"AGSALUZZO BROKER0008","0008","SALUZZO BROKER","  ","017546513","","","","SALUZZO BROKER","",1,"Cristallo srls","published",""
"AG400931","400931","SALUZZO ","  ","0175 46513","","","","SALUZZO BROKER","",1,"Cristallo srls","published",""
"AGSALUZZO0BTS","0BTS","SALUZZO","  ","0175 46513","","","","SALUZZO BROKER ","",1,"Cristallo srls","published",""
"AGSALUZZOSALUZZO BROKER","SALUZZO BROKER","SALUZZO","  ","017546513","","","","SALUZZO BROKER ","",1,"Cristallo srls","published",""
"AGSALUZZO123456","123456","SALUZZO","  ","017546513","","","","SALUZZO BROKER","",1,"Cristallo srls","published",""
"AGSALUZZO85142","85142","SALUZZO","  ","0175 46513","","","","SALUZZO BROKER SRL","",1,"Cristallo srls","published",""
"AGSAVIGLIANO10","10","SAVIGLIANO","  ","017542263","","","","SALUZZO CORSO MAZZINI IY0","",1,"Cristallo srls","published",""
"AGSALUZZOIY0","IY0","SALUZZO","  "," 0175 42263","","","","SALUZZO CSO ROMA","",1,"Cristallo srls","published",""
"AG158","158","SALUZZO MORETTA","  "," 017541313","","","","SALUZZO MORETTA","",1,"Cristallo srls","published",""
"AGSALUZZOSALUZZO","SALUZZO","SALUZZO","  ","017542723","","","","SALUZZO VIA BAGNI 1","",1,"Cristallo srls","published",""
"AG60481","60481","SAN DONATO MILANESE","  ","025276039","","","","SAN DONATO MILANESE","",1,"Cristallo srls","published",""
"AGSAN GIULIANO MILANESE4231","4231","SAN GIULIANO MILANESE","  ","02982581","","","","SAN GIULIANO MILANESE","",1,"Cristallo srls","published",""
"AGSAN MAURO39222","39222","SAN MAURO","  ","0118224612","","","","SAN MAURO","",1,"Cristallo srls","published",""
"AGSAN MAURO 2 58668","58668","SAN MAURO 2 ","  ","0118222730","","","","SAN MAURO 2 ","",1,"Cristallo srls","published",""
"AGTORINO 59679/0","59679/0","TORINO ","  ","0113352077","","","","SAN PAOLO","",1,"Cristallo srls","published",""
"AGSAN SPERATE39297","39297","SAN SPERATE","  ","0709606027","","","","SAN SPERATE","",1,"Cristallo srls","published",""
"AGMONDOVÃ464","464","MONDOVÃ","  ","0174 42378","","","","SANDRONE AGENZIA DI ASS.NI DI SANDRONE VALTER &amp; C. SNC","",1,"Cristallo srls","published",""
"AGCANELLI00","00","CANELLI","AT","0141823907","VIALE RISORGIMENTO 39","14053","","SANDRONE GIOVANNI BATTISTA","",1,"Cristallo srls","published",""
"AGMONDOVÃ00","00","MONDOVÃ","CN","017442378","CORSO STATUTO 37, SCALA D. INT 8","12084","","SANDRONE WALTER","",1,"Cristallo srls","published",""
"AGSANREMO318","318","SANREMO","  ","0184509059","","","","SANREMO","",1,"Cristallo srls","published",""
"AGSANREMO520","520","SANREMO","  ","0184504442","","","","SANREMO","",1,"Cristallo srls","published",""
"AGCARMAGNOLA 230078","30078","CARMAGNOLA 2","  ","0119723505","","10022","","SANSOLDI","",1,"Cristallo srls","published",""
"AGTORINO SANTA RITA161","161","TORINO SANTA RITA","  ","0113272071","","","","SANTA RITA","",1,"Cristallo srls","published",""
"AG60586","60586","SANTENA","  ","0119492718","","","","SANTENA","",1,"Cristallo srls","published",""
"AGSANTENAX40","X40","SANTENA","  ","011 949 1718","","","","SANTENA","",1,"Cristallo srls","published",""
"AGSANTENAA33 SANTENA","A33 SANTENA","SANTENA","  ","0119494275","","","","SANTENA","",1,"Cristallo srls","published",""
"AGSANTHIA'1","1","SANTHIA'","  ","0161930888","","","","SANTHIA'","",1,"Cristallo srls","published",""
"AGSANTHIA'1226","1226","SANTHIA'","  ","0161922184","","","","SANTHIA'","",1,"Cristallo srls","published",""
"AGSANTHIA'60350","60350","SANTHIA'","  ","0161930893","","","","SANTHIA'","",1,"Cristallo srls","published",""
"AGTORINO VIA RODI 300771","00771","TORINO VIA RODI 3","  ","0110888400","","","","SARACINO ERIKA","",1,"Cristallo srls","published",""
"AGSARONNO45326","45326","SARONNO","  ","029602494","","","","SARONNO","",1,"Cristallo srls","published",""
"AGSARONNO GENERAL BROKERTZ7","TZ7","SARONNO GENERAL BROKER","  ","029602612","","","","SARONNO GENERAL BROKER","",1,"Cristallo srls","published",""
"AG874","874","SASSARI CENTRO","  ","079239574","","","","SASSARI CENTRO","",1,"Cristallo srls","published",""
"AG02601","02601","SAVIGLIANO 2 ","  ","017233632","","","","SAVIGLIANO 2 ","",1,"Cristallo srls","published",""
"AGSAVONA096","096","SAVONA","  ","019821804","","","","SAVONA","",1,"Cristallo srls","published",""
"AGSAVONA2667","2667","SAVONA","  ","0198335593","","","","SAVONA","",1,"Cristallo srls","published",""
"AG116","116","SAVONA","  ","","","","","SAVONA","",1,"Cristallo srls","published",""
"AGSAVONAA180","A180","SAVONA","  ","019821122","","","","SAVONA","",1,"Cristallo srls","published",""
"AGSAVONA688","688","SAVONA","  ","","","","","SAVONA PRIAMAR","",1,"Cristallo srls","published",""
"AGSAVONA116","116","SAVONA","  ","019 826471","","","","SAVVONA","",1,"Cristallo srls","published",""
"AGCUNEO46950","46950","CUNEO","  ","0171603777","","","","SCIARRETTA SAS","",1,"Cristallo srls","published",""
"AGTORINO 00","00","TORINO ","  ","011 741 0893","","","","SELVAGGIO LUCA","",1,"Cristallo srls","published",""
"AGSEREGNO695","695","SEREGNO","  ","03621821540","","","","SEREGNO","",1,"Cristallo srls","published",""
"AGBORGOMANERO 2381","381","BORGOMANERO 2","  ","0322835645","","","","SERENO FABRIZIO &amp; C.","",1,"Cristallo srls","published",""
"AGBRESSO00694","00694","BRESSO","  ","0266504961","","","H694@HELVETIA.IT","SERINT S.R.L.","",1,"Cristallo srls","published",""
"AGSAN MATTEO DELLA DECIMA34055","34055","SAN MATTEO DELLA DECIMA","  ","0516824598","","","","SERRA ASSSICURAZIONI ","",1,"Cristallo srls","published",""
"AGSESTO CALENDE000477","000477","SESTO CALENDE","  ","0331 919814","","","","SESTO CALENDE","",1,"Cristallo srls","published",""
"AG280","280","SESTO CALENDE","  ","","","","","SESTO CALENDE","",1,"Cristallo srls","published",""
"AGSESTO CALENDE A","SESTO CALENDE ","SESTO CALENDE ","  ","0331924123","","","","SESTO CALENDE ","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE58851","58851","SETTIMO TORINESE","  ","0118005555","","","","SETTIMO ","",1,"Cristallo srls","published",""
"AGSETTIMO91X","91X","SETTIMO","  ","0118958282","","","","SETTIMO","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE02522","02522","SETTIMO TORINESE","TO","0118954272","","","","SETTIMO TORINESE","",1,"Cristallo srls","published",""
"AGT83","T83","SETTIMO TORINESE","  ","0118003053","","","","SETTIMO TORINESE","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE011","011","SETTIMO TORINESE","  ","0118005635","","","","SETTIMO TORINESE","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE CORTE ALFIERIA54","A54","SETTIMO TORINESE CORTE ALFIERI","  ","0118001249","","","","SETTIMO TORINESE CORTE ALFIERI","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE SAN SALVARIOT83 0","T83 0","SETTIMO TORINESE SAN SALVARIO","  ","011 800 3053","","","","SETTIMO TORINESE SAN SALVARIO","",1,"Cristallo srls","published",""
"AGVERCELLI 2407","407","VERCELLI 2","  ","0161 254074","","","","SEVEN GROUP","",1,"Cristallo srls","published",""
"AGOLEGGIO407","407","OLEGGIO","  ","0321998538","","","","SEVEN GROUP ","",1,"Cristallo srls","published",""
"AGTORINO 4SIAMO SRL","SIAMO SRL","TORINO 4","  ","011885038","","","","SIAMO SRL","",1,"Cristallo srls","published",""
"AGTORINO00","00","TORINO","TO","0113970948","C.SO UNIONE SOVIETICA 612/15A","10135","","SIASSICURAZIONI SAS DI VITTORIO MARI &amp; C","",1,"Cristallo srls","published",""
"AGTORINO 88V","88V","TORINO ","  ","0115613440","","","","SIBA SRL","",1,"Cristallo srls","published",""
"AGAXW","AXW","MONTEGROTTO TERME","  ","0498669221","","","","SICURITA' DI PASTORIO PIERO","",1,"Cristallo srls","published",""
"AGMONTEGROTTO TERMEAXW","AXW","MONTEGROTTO TERME","  ","0498669221","","","","SICURTA' SAS","",1,"Cristallo srls","published",""
"AGSIDERNOF74","F74","SIDERNO","  ","0964 342681","","","","SIDERNO","",1,"Cristallo srls","published",""
"AGTORINO INGHILTERRA5037","5037","TORINO INGHILTERRA","  ","0114344195","","","","SILLANO SAS","",1,"Cristallo srls","published",""
"AGCANELLI205","205","CANELLI","  ","0141834546","","","","SINA","",1,"Cristallo srls","published",""
"AGSIRACUSAIY8","IY8","SIRACUSA","  ","0931462388","","","","SIRACUSA ","",1,"Cristallo srls","published",""
"AGAOSTA 4 2306","2306","AOSTA 4 ","  ","0165262263","","","","SM S.N.C. DI SUPPO M.E MASTROIANNI B.","",1,"Cristallo srls","published",""
"AGSOMMA LOMBARDO39213","39213","SOMMA LOMBARDO","  ","0331256552","","","","SOMMA LOMBARDO","",1,"Cristallo srls","published",""
"AGSONDRIO3333","3333","SONDRIO","  ","0342515487","","","","SONDRIO","",1,"Cristallo srls","published",""
"AGSETTIMO TORINESE557","557","SETTIMO TORINESE","  ","0118955999","","","","SORASIO ASSICURAZIONI SAS ","",1,"Cristallo srls","published",""
"AGCIRIÃ 451168 - SOTTILE","51168 - SOTTILE","CIRIÃ 4","  ","0119214943","","","","SOTTILE","",1,"Cristallo srls","published",""
"AGVILLAFRANCA TIRRENA886","886","VILLAFRANCA TIRRENA","  ","090332653","","","","SPADAFORA","",1,"Cristallo srls","published",""
"AGTORINO B.GO VITTORIA00","00","TORINO B.GO VITTORIA","TO","0112217279","VIA STRADELLA 126 /C","10147","","SPAGNOLO FRANCESCO","",1,"Cristallo srls","published",""
"AGTRIESTE506","506","TRIESTE","  ","040 633700","","","","SPERANZA ALFONSO","",1,"Cristallo srls","published",""
"AGRIVOLI GIOLITTI3179000","3179000","RIVOLI GIOLITTI","  ","0119532015","","","","STAR SNC","",1,"Cristallo srls","published",""
"AGSTRADELLAT1S","T1S","STRADELLA","  ","038548181","","","","STRADELLA","",1,"Cristallo srls","published",""
"AGSTRAMBINO170000","170000","STRAMBINO","  ","0125711443","","","","STRAMBINO","",1,"Cristallo srls","published",""
"AGSTRAMBINO1","1","STRAMBINO","  ","0125637976","","","","STRAMBINO","",1,"Cristallo srls","published",""
"AGSOMMA LOMBARDO276","276","SOMMA LOMBARDO","  ","0331252786","","","","STUDIO BERTOLE","",1,"Cristallo srls","published",""
"AGSAVIGLIANO 21 0 7 ","1 0 7 ","SAVIGLIANO 2","  ","0172717448","","","","STUDIO BROKER SNC","",1,"Cristallo srls","published",""
"AG","10161","ALBENGA","  ","018252908","","","","STUDIO CARDONE ASSICURAZIONI","",1,"Cristallo srls","published",""
"AGNOVARA 200178","00178","NOVARA 2","  "," 0321455433","","","","STUDIO FRANCESE","",1,"Cristallo srls","published",""
"AGTERMOLILEZZOCHE SANTA","LEZZOCHE SANTA","TERMOLI","  ","087583532","","","","SUB AGE VIA CAIROLI 30 ","",1,"Cristallo srls","published",""
"AGSUSA45612","45612","SUSA","  ","0122629586","","","","SUSA","",1,"Cristallo srls","published",""
"AGSX SOLO TORINO5 5 7 ","5 5 7 ","SX SOLO TORINO","  ","0113202959","","","","SX SOLO TORINO","",1,"Cristallo srls","published",""
"AGMONDOVI'TL2","TL2","MONDOVI'","  ","0174 551300","","","","TADONE","",1,"Cristallo srls","published",""
"AGLESSONA343/343","343/343","LESSONA","  ","015 982 6677","","","","TALLIA","",1,"Cristallo srls","published",""
"AGBIELLA2132","2132","BIELLA","BI","0152522235"," VIA GUGLIELMO OBERDAN 28","13900","ALESSANDRO.TALLIA@GMAIL.COM","TALLIA SNC ","",1,"Cristallo srls","published",""
"AGTORINO 4ECN","ECN","TORINO 4","  ","011 8127629","","","","TAMAGNONE ASSICURA","",1,"Cristallo srls","published",""
"AGCASALE MONFERRATO00","00","CASALE MONFERRATO","AL","0142452775","VIA E. LEONI 14","15033","","TAMISO ASSICURAZIONI DI DOMENICO TAMISO &amp; C. S.N.C","",1,"Cristallo srls","published",""
"AGTERNI39528","39528","TERNI","  ","074459349","","","","TERNI","",1,"Cristallo srls","published",""
"AGCIRIÃ 253621","53621","CIRIÃ 2","  ","0119210269","","","","TERZOLO E MORABITO","",1,"Cristallo srls","published",""
"AGCASALE MONFERRATO 470436 CASALE","70436 CASALE","CASALE MONFERRATO 4","  ","0142452444","","","","TO ASSISTUDIO SRL ","",1,"Cristallo srls","published",""
"AGTORINOA47","47","TORINO","TO","0113140211","CORSO ORBASSANO, 252","10137","","TO CORSO ORBASSANO","",1,"Cristallo srls","published",""
"AGTORINO88E","88E","TORINO","  ","011352286","","","","TO/STADIO","",1,"Cristallo srls","published",""
"AGPINEROLO CORSO TORINO02","02","PINEROLO CORSO TORINO","  ","0121376077","","","","TOGLIATTI","",1,"Cristallo srls","published",""
"AGTORINO50977","50977","TORINO","  ","0114407088","","","NICOLOSI.ASS.NI@GMAIL.COM","TORINO","",1,"Cristallo srls","published",""
"AGTORINO64538","64538","TORINO","  ","011835027","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO1/39380","1/39380","TORINO","TO","011533275","VIA SAN PAOLO, 60","10141","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO 2 750","750","TORINO 2 ","  ","0115061711","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO14","14","TORINO","  ","0113433211","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINOBROKER","BROKER","TORINO","  ","0114056060","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO00980","00980","TORINO","  ","","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO","TORINO","TORINO","  ","0114331344","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO1615","1615","TORINO","  ","011747103","","","","TORINO","",1,"Cristallo srls","published",""
"AG58298","58298","TORINO","  ","","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO0000","0000","TORINO","  ","011615556","","","","TORINO","",1,"Cristallo srls","published",""
"AG1450","1450","TORINO","  ","","","","","TORINO","",1,"Cristallo srls","published",""
"AG520","520","TORINO","  ","","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO49117","49117","TORINO","  ","0116165730","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO53734","53734","TORINO","  "," 0115093700","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO6054","6054","TORINO","  ","011 351608","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINOA4","A4","TORINO","  ","0117410052","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO39515","39515","TORINO","  ","01119887380","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO39076","39076","TORINO","  ","0113247753","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO72444","72444","TORINO","  ","0118125025","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO40023","40023","TORINO","  ","0114474934","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO 666","666","TORINO ","  ","","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO54800","54800","TORINO","  ","011533921","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO018568","018568","TORINO","  ","0112054852","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO013","013","TORINO","  ","0112267912","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO077","077","TORINO","  ","0117791927","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO65242","65242","TORINO","  ","011 661 4576","","","","TORINO","",1,"Cristallo srls","published",""
"AGTORINO 200664","00664","TORINO 2","  ","011502984","","","","TORINO 2","",1,"Cristallo srls","published",""
"AG59697","59697","TORINO 3","  ","","","","","TORINO 3","",1,"Cristallo srls","published",""
"AG64186","64186","TORINO 5","  ","","","","","TORINO 5","",1,"Cristallo srls","published",""
"AGTORINO 520520 CORRETTO","520 CORRETTO","TORINO 520","  ","0115023075","","","","TORINO 520","",1,"Cristallo srls","published",""
"AGTORINO 739076","39076","TORINO 7","  ","","","","","TORINO 7","",1,"Cristallo srls","published",""
"AGTORINO 8323","323","TORINO 8","  ","0112465236","","","","TORINO 8 ","",1,"Cristallo srls","published",""
"AGTORINO 82328","2328","TORINO 8","  ","0119210587","","","","TORINO 8","",1,"Cristallo srls","published",""
"AGTORINO 935464","35464","TORINO 9","  ","0113858997","","","","TORINO 9","",1,"Cristallo srls","published",""
"AGTORINO 0167","0167","TORINO ","  ","011 553 4100","","","","TORINO AGENZIA IBO GESTIONE RISCHI SRL","",1,"Cristallo srls","published",""
"AGTORINO ALFIERI149","149","TORINO ALFIERI","  ","011544202","","","","TORINO ALFIERI","",1,"Cristallo srls","published",""
"AGTORINOBFM","BFM","TORINO","  ","011352121","","","","TORINO AMINTA SRL","",1,"Cristallo srls","published",""
"AG5B3","5B3","TORINO ASSIETTA","  ","011544686","","","","TORINO ASSIETTA","",1,"Cristallo srls","published",""
"AGTORINO386","386","TORINO","  ","01119115220","","","","TORINO BELGIO","",1,"Cristallo srls","published",""
"AGTORINO BENGASI182","182","TORINO BENGASI","  ","011-6061477","","","","TORINO BENGASI","",1,"Cristallo srls","published",""
"AGTORINO BERNINI680","680","TORINO BERNINI","  ","0114343203","","","","TORINO BERNINI","",1,"Cristallo srls","published",""
"AGTORINO760","760","TORINO","  ","011835027","","","","TORINO BODONI","",1,"Cristallo srls","published",""
"AGTORINO129","129","TORINO","  ","","","","","TORINO BORGO MEDIEVALE","",1,"Cristallo srls","published",""
"AGTORINO BORGO MEDIEVALE129","129","TORINO BORGO MEDIEVALE","  ","0114373821","","","","TORINO BORGO MEDIEVALE","",1,"Cristallo srls","published",""
"AGTORINO BORGO NUOVO CORRETTO183 CORRETTO","183 CORRETTO","TORINO BORGO NUOVO CORRETTO","  ","0118127800","","","","TORINO BORGO NUOVO","",1,"Cristallo srls","published",""
"AGTORINO BORGO PO133","133","TORINO BORGO PO","  ","011 660 0144","","","","TORINO BORGO PO","",1,"Cristallo srls","published",""
"AG025","025","TORINO","  ","011 517 5266","","","","TORINO BOTTERO ","",1,"Cristallo srls","published",""
"AGTORINO42148","42148","TORINO","  ","0113241090","","","","TORINO BUENOS AIRES","",1,"Cristallo srls","published",""
"AGTORINO333","333","TORINO","  ","0114472360","","","TORINOC@GROUPAMA.IT","TORINO C","",1,"Cristallo srls","published",""
"AGTORINO C.SO ORBASSANOA47","A47","TORINO C.SO ORBASSANO","  ","0113140211","","","","TORINO C.SO ORBASSANO","",1,"Cristallo srls","published",""
"AGTORINO57941","57941","TORINO","  ","011344287","","","","TORINO C.SO UNIONE","",1,"Cristallo srls","published",""
"AG144","144","TORINO ","  ","","","","","TORINO CARDUCCI","",1,"Cristallo srls","published",""
"AGTORINO CARDUCCI1 4 4 ","1 4 4 ","TORINO CARDUCCI","  ","0116965085","","","","TORINO CARDUCCI","",1,"Cristallo srls","published",""
"AGTORINO CARDUCCI GIUSTO1 4 4 ","1 4 4 ","TORINO CARDUCCI GIUSTO","  ","0116966085","","","","TORINO CARDUCCI GIUSTO","",1,"Cristallo srls","published",""
"AGTORINO CARLO ALBERTO6017","6017","TORINO CARLO ALBERTO","  ","0115627361","","","","TORINO CARLO ALBERTO","",1,"Cristallo srls","published",""
"AGTORINO CASALE34397","34397","TORINO CASALE","  ","011545543","","","","TORINO CASALE","",1,"Cristallo srls","published",""
"AG116 ","116 ","TORINO CASTELLO","  ","0115620825","","","","TORINO CASTELLO","",1,"Cristallo srls","published",""
"AG180","180","TORINO CASTELLO","  "," 011 537866","","","","TORINO CASTELLO","",1,"Cristallo srls","published",""
"AGTORINO130","130","TORINO","  ","0115741811","","","TORINOCAVOUR.130@AGENZIE.REALEMUTUA.IT","TORINO CAVOUR","",1,"Cristallo srls","published",""
"AG130","130","TORINO CAVOUR","  ","","","","","TORINO CAVOUR","",1,"Cristallo srls","published",""
"AGTORINO39527","39527","TORINO","  ","0113099965","","","","TORINO CENTRO EUROPA SRL","",1,"Cristallo srls","published",""
"AGTORINO216","216","TORINO","  ","0115175006","","","","TORINO CERNAIA","",1,"Cristallo srls","published",""
"AGTORINO CERNAIA RIE","RIE","TORINO CERNAIA ","  ","0115612161","","","","TORINO CERNAIA ","",1,"Cristallo srls","published",""
"AGTORINO CERNAIA610","610","TORINO CERNAIA","  ","","","","","TORINO CERNAIA","",1,"Cristallo srls","published",""
"AGTORINO CORSO ORBASSANOA 47","A 47","TORINO CORSO ORBASSANO","  ","0113140211","","","","TORINO CORSO ORBASSANO","",1,"Cristallo srls","published",""
"AGTORINO CORSO SIRACUSAT6Z","T6Z","TORINO CORSO SIRACUSA","  ","0113081779","","","","TORINO CORSO SIRACUSA","",1,"Cristallo srls","published",""
"AGTORINO CORSO TASSONE39267","39267","TORINO CORSO TASSONE","  ","011740813","","","","TORINO CORSO TASSONE","",1,"Cristallo srls","published",""
"AGTORINO CORSO TOSCANAT6V","T6V","TORINO CORSO TOSCANA","  ","011 739 6987","","","","TORINO CORSO TOSCANA","",1,"Cristallo srls","published",""
"AGTORINO CORSO TRAPANIA86","A86","TORINO CORSO TRAPANI","  ","0114331626","","","","TORINO CORSO TRAPANI","",1,"Cristallo srls","published",""
"AGTORINO CORSO VERCELLIA38","A38","TORINO CORSO VERCELLI","  ","011200917","","","","TORINO CORSO VERCELLI","",1,"Cristallo srls","published",""
"AGTORINO CROCETTA54041","54041","TORINO CROCETTA","  ","011501109","","","","TORINO CROCETTA","",1,"Cristallo srls","published",""
"AGTORINO CROCETTA770","770","TORINO CROCETTA","  ","0115684452","","","AG_770.01@AGENTIVITTORIA.IT","TORINO CROCETTA","",1,"Cristallo srls","published",""
"AGTORINO CROCETTA00","00","TORINO CROCETTA","  ","011 503471","","","","TORINO CROCETTA","",1,"Cristallo srls","published",""
"AGTORINO54041","54041","TORINO","TO","011501109","LARGO RE UMBERTO 104, 10129, TORINO","10129","54041@UNIPOLSAI.IT","TORINO CROCETTA","",1,"Cristallo srls","published",""
"AGTORINO000","000","TORINO","  ","0118123071","","","","TORINO D'AZEGLIO ","",1,"Cristallo srls","published",""
"AGTORINOT6M","T6M","TORINO","  ","0114332202","","","","TORINO DI NANNI","",1,"Cristallo srls","published",""
"AGTORINO64271","64271","TORINO","  ","800671911","","","","TORINO DIREZIONALE","",1,"Cristallo srls","published",""
"AGTORINO 0293","0293","TORINO ","  ","0117410958","","","","TORINO DORA","",1,"Cristallo srls","published",""
"AGTORINO DORAIP5","IP5","TORINO DORA","  ","0114343895","","","","TORINO DORA","",1,"Cristallo srls","published",""
"AGTORINO DUCA ABRUZZI152000","152000","TORINO DUCA ABRUZZI","  ","0118980351","","","","TORINO DUCA ABRUZZI","",1,"Cristallo srls","published",""
"AGTORINO 2 00589","00589","TORINO 2 ","  ","0110209640","","","","TORINO E","",1,"Cristallo srls","published",""
"AGTORINO EINAUDI661","661","TORINO EINAUDI","  ","0115807474","","","","TORINO EINAUDI","",1,"Cristallo srls","published",""
