pointType,pointDescription,pointAddress1,pointCity,pointProvince,pointZip,pointWelcome,pointPhone,pointRefererPhone,pointEmail,pointWelcomeDate,pointHolderPhone
"CRISTALLO","TORINO BORGO SAN PAOLO_18_GABRIAUTO ","CORSO TRAPANI, 150","TORINO","TO","10141","true","","388374150","GABRIAUTO75@GMAIL.COM","03/03/2022 11:11",""
"CRISTALLO","TORINO BORGO SAN PAOLO_19_DIEMME AUTO SRL","VIA SPALATO, 50","TORINO","TO","10141","","0113854633","347 9144308","CARROZZERIA@DIEMMECAR.NET","",""
"CRISTALLO","TORINO BORGO SAN PAOLO_20_CDM CENTRO REVISIONI","CORSO CARLO E NELLO ROSSELLI, 175, TORINO TO","TORINO","TO","10141","","","3392344735","","","0113825235"
"CRISTALLO","TORINO BORGO SAN PAOLO_21_AUTORIPARAZIONI MANGERUGA - MAGNETI MARELLI CHECKSTAR","VIA OSASCO, 4","TORINO","TO","10141","","","339 183 6315","","",""
"CRISTALLO","TORINO BORGO SAN PAOLO_22_DIGREGORIO F.LLI AUTORIPARAZIONI","VIA FABBRICHE, 9","TORINO ","TO","10141","","0113854450","3392341678","","",""
"CRISTALLO","TORINO BORGO VITTORIA_01_STAZ. TOTAL ERG DI ARAMU GIANCARLO E FABIO","STRADA AEROPORTO 6/8","TORINO BORGO VITTORIA","TO","10148","","0112264182","","","",""
"CRISTALLO","TORINO BORGO VITTORIA_02_DALUISO PNEUMATICI","CORSO MONTEGRAPPA 59D","TORINO BORGO VITTORIA","TO","10147","","","3405823227","","",""
"BCS","TORINO BORGO VITTORIA_03_FRATELLI BASILE SRL","VIA LUCENTO 81/10","TORINO BORGO VITTORIA","TO","10147","","0114551125","","","",""
"CRISTALLO","TORINO BORGO VITTORIA_04_T.S. MOTORS","VIA ALA DI STURA, 34","TORINO BORGO VITTORIA","TO","10147","","","3392412436","TSMOTORS@LIBERO.IT","","338 789 3851"
"CRISTALLO","TORINO BORGO VITTORIA_05_OFFICINE DI RENZO","VIA BREGLIO 148/A","TORINO BORGO VITTORIA","TO","10147","","","3929859178","INFO@OFFICINEDIRENZO.IT","",""
"CRISTALLO","TORINO BORGO VITTORIA_06_AUTOSERVICE BONANI DI MESSINA ALESSANDRO			","VIA BREGLIO 154","TORINO BORGO VITTORIA","TO","10147","","011214161","3387410642","BONANI.ALESSANDRO@LIBERO.IT","",""
"CRISTALLO","TORINO BORGO VITTORIA_07_BOMBARDI BENEDETTO SRL","VIA REISS ROMOLI 305","TORINO BORGO VITTORIA","TO","10148","true","0112202602","3387439074","BOMBARDI@BOMBARDIGOMME.IT","31/05/2023 09:13",""
"CRISTALLO","TORINO BORGO VITTORIA_08_BROCAR DI DANIELE LIUNI","VIA ORBETELLO 150","TORINO BORGO VITTORIA","TO","10148","","","3456176140","OFFICINEBROCAR@LIBERO.IT","",""
"CRISTALLO","TORINO BORGO VITTORIA_09_CAR SERVICE ELEVEN","VIA GUGLIELMO REISS ROMOLI 146","TORINO BORGO VITTORIA","TO","10148","","0112263028","","MASSIMO@OFFICINA-ELEVEN.IT","",""
"CRISTALLO","TORINO BORGO VITTORIA_10_G.V.M. CAR SERFVICE SNC","VIA PAOLO VERONESE 204/C","TORINO BORGO VITTORIA","TO","10148","","0112295558","","","",""
"BCS","TORINO BORGO VITTORIA_11_S.I.E.D. SNC","VIA REISS ROMOLI, 243/8","TORINO BORGO VITTORIA","TO","10148","","0112207719","","SIED@BOSCHCARSERVICE.IT","",""
"BCS","TORINO BORGO VITTORIA_12_SALVÃ ANTONINO","VIA REISS ROMOLI, 122/5F","TORINO BORGO VITTORIA","TO","10148","","0112200360","","AMMINISTRAZIONE@OFFICINASALVA.COM","",""
"CRISTALLO","TORINO BORGO VITTORIA_13_RUOTE &amp; MOTORI SRLS","VIA MASSARI 290","TORINO BORGO VITTORIA","TO","10148","true","01119503063","3357258163","RUOTEMOTORI@BESTDRIVE.IT","05/12/2022 11:55",""
"CRISTALLO","TORINO BORGO VITTORIA_14_METRO' DEL PNEUMATICO			","VIA ALA DI STURA 52	","TORINO BORGO VITTORIA","TO","10148","","","3351434485","METRODELPNEUMATICO@GMAIL.COM","",""
"CRISTALLO","TORINO BORGO VITTORIA_15_NOALE","CORSO GROSSETO 20","TORINO BORGO VITTORIA","TO","10148","","","3939278977","INFO@NOALESRL.COM","",""
"CRISTALLO","TORINO BORGO VITTORIA_16_P.F. MOTOR DI PELLEGRINO FELICE","VIA GANDINO 35","TORINO BORGO VITTORIA","TO","10148","","0112263857","3394222309","PFMOTOR@LIBERO.IT	","",""
"CRISTALLO","TORINO BORGO VITTORIA_17_CAR WASH LAVAGGIO A MANO	","VIA REISS ROMOLI 215","TORINO BORGO VITTORIA","TO","10148","","","3381358053","","",""
"CRISTALLO","TORINO BORGO VITTORIA_18_AUTORIPARAZIONI GANDINO 				","VIA GANDINO 54A","TORINO BORGO VITTORIA","TO","10148","","0112254072","3894719244","","",""
"CRISTALLO","TORINO BORGO VITTORIA_19_AUTO SERVICE CORCELLI","CORSO GROSSETO 126","TORINO BORGO VITTORIA","TO","10148","","0112200928","3460958192","OFFICINACORCELLI@YAHOO.IT	","",""
"CRISTALLO","TORINO BORGO VITTORIA_20_INFINITY CAR - CORNSORZIO BASE		","VIA GUGLIELMO REISS ROMOLI 137	","TORINO BORGO VITTORIA","TO","10148","","01119012388","3462306587","BASE.CONSORZIO@GMAIL.COM","",""
"CRISTALLO","TORINO BORGO VITTORIA_21_EURO REVISIONI SRL","VIA GIANBATTISTA LULLI 52","TORINO BORGO VITTORIA","TO","10148","","0112207839","","","",""
"CRISTALLO","TORINO BORGO VITTORIA_22_AUTORIPARAZIONI PIT STOP","VIA MICHELE COPPINO 129","TORINO BORGO VITTORIA","TO","10147","","","3286978109","PIT-STOPTORINO@LIBERO.IT","",""
"CRISTALLO","TORINO BORGO VITTORIA_23_OFFICINA GUIDI","VIA GIORGIO DE GENEYS 10","TORINO","TO","10148","","0112428909","339 657 0394","INFO@OFFICINEGUIDI.IT","",""
"CRISTALLO","TORINO BORGO VITTORIA_24_GARAGE RS","CORSO VENEZIA, 24","TORINO","TO","10147","","0112359843","392 050 5079","FABIO.ALTOMARE1@TIN.IT","",""
"CRISTALLO","TORINO BORGO VITTORIA_25_EPICAR SERVICE"," VIA VENARÃA,72","TORINO","TO","10148","true","","342 034 7874","EPICAR.SERVICE@GMAIL.COM","13/12/2022 10:29",""
"CRISTALLO","TORINO BORGO VITTORIA_26_CARROZZERIA ALA D'ORO","VIA ALA DI STURA, 57","TORINO","TO","10148","","","340 671 7126","INFO@CARROZZERIAALADORO.IT","",""
"CRISTALLO","TORINO BRENTATORE_01_CARFRA","VIA LANZO 125","TORINO BRENTATORE","TO","10148","","0112764390","3382021243","OFFICINACARFRA@GMAIL.COM","",""
"CRISTALLO","TORINO BRENTATORE_02_AUTORIPARAZIONI VULLO","VIA GUGLIELMO PEPE 5","TORINO","TO","10148","","0112261330","3358153594","VULLOOFFICINA@LIBERO.IT","",""
"CRISTALLO","TORINO CAMPIDOGLIO_01_COZZO GOMME","VIA DIGIONE 2C		","TORINO CAMPIDOGLIO","TO","10145","","011740691","3466239894","INFO@COZZOGOMME.COM","",""
"BCS","TORINO CAMPIDOGLIO_02_D&amp;D AUTO DI D'ECCLESIS D. E FRANCESCO","VIA ZUMAGLIA, 13/BIS","TORINO CAMPIDOGLIO","TO","10145","","011726069","","DDDIDE06@AUTODED.191.IT","",""
"CRISTALLO","TORINO CAMPIDOGLIO_03_CIRILLO AUTORIPAZIONI 2 ","CORSO FRANCIA 462","TORINO CAMPIDOGLIO","TO","10145","","","3924022438","CIRILLOAUTORIPAZIONI2SAS@GMAIL.COM","",""
"CRISTALLO","TORINO CAMPIDOGLIO_04_NICOLIS PNEUMATICI DUE				","VIA MICHELE LESSONA, 23","TORINO CAMPIDOGLIO","TO","10145","true","0117410873","3387163083","NICOLISDUE@LIBERO.IT","06/05/2021 08:52",""
"ACREW","TORINO CAMPIDOGLIO_05_AUTOLEVANNA SRL","VIA LEVANNA 5","TORINO CAMPIDOGLIO","TO","10143","","0117714538","","INFO@AUTOLEVANNA.COM","",""
"CRISTALLO","TORINO CAMPIDOGLIO_06_AR OFFICINAE_RUDY","VIA LEVANNA 5 ","TORINO","TO","10143","","011771453","3356768688","INFO@AROFFICINAE.COM","",""
"CRISTALLO","TORINO CAMPIDOGLIO_07_GARAGE FABRIZI SAS","VIA NICOLA FABRIZI 64","TORINO","TO","10143","","011740181","","NISSANGARAGEFABRIZI@GMAIL.COM","",""
"CRISTALLO","TORINO CAMPIDOGLIO_08_AUTORIPARAZIONE GINO","VIA GIUSEPPE TALUCCHI, 14","TORINO","TO","10143","true","0114371702","3337854379","GINORIPARAZIONI@LIBERO.IT","31/01/2024 10:54",""
"CRISTALLO","TORINO CAVORETTO_01_PILONETTO DI MASSARI VITTORIO","VIA SABAUDIA 1","TORINO CAVORETTO","TO","10133","","0116614494","","","",""
"CRISTALLO","TORINO CAVORETTO_02_TECNOGOMME","CORSO MONCALIERI 204","TORINO CAVORETTO","TO","10133","","0116614647","","","",""
"CRISTALLO","TORINO CAVORETTO_03_MARCO CAR SERVICE - OFFICINA		","CORSO MONCALIERI, 355","TORINO CAVORETTO","TO","10133","true","01166100003","389 163 6150","MARCOERG@LIBERO.IT","07/10/2022 17:55",""
"CRISTALLO","TORINO CAVORETTO_04_MARCO CAR SERVICE - DISTRUBUTORE ERG","CORSO MONCALIERI, 393","TORINO CAVORETTO","TO","10133","","0116610003","","MARCO ERG@LIBERO.IT","",""
"CRISTALLO","TORINO CAVORETTO_05_TECNAUTO VILLANI","CORSO MONCALIERI, 284","TORINO ","TO","10133","","","3388630152","","",""
"ACREW","TORINO CENISIA_01_MATTALIA SILVIO","VIA BARGE 2","TORINO CENISIA","TO","10139","","0114471734","","SILVIO.MATTALIA@ARUBA.IT","",""
"CRISTALLO","TORINO CENISIA_02_P.A. PNEUMATICI","VIA FRASSINETO 20BIS","TORINO CENISIA","TO","10139","","0113727803","","","",""
"CRISTALLO","TORINO CENISIA_03_ZUCCO ANTONIO SAS","VIA VICOFORTE 6","TORINO CENISIA","TO","10139","","0113855013","","ZUCCOCAR@YAHOO.IT","",""
"CRISTALLO","TORINO CENISIA_04_VL MOTORS","VIA CAPRIOLO 38/B","TORINO CENISIA","TO","10139","","","3474480356","VL.MOTORS.S.N.C@GMAIL.COM","","3281637556"
"CRISTALLO","TORINO CENISIA_05_AUTOSANREMO","VIA MONTE ALBERGIAN 12/C","TORINO CENISIA","TO","10139","","0113176564","3381203038","AUTOSANREMO1@GMAIL.COM","",""
"CRISTALLO","TORINO CENISIA_06_ERREESSE SANDRO AUTORIMESSA","VIA CAVALLERMAGGIORE 26","TORINO","TO","10139","","","3474596934","","",""
"CRISTALLO","TORINO CENISIA_07_AUTORIMESSA LOPRESTI","VIA GROSSCAVALLO 15","TORINO","TO","10138","","","349 853 1903","LOPRESTI500@LIBERO.IT","",""
"CRISTALLO","TORINO CENISIA_08_CARROZZERIA CENISIA SAS","VIA FRASSINETO 46","TORINO","TO","10139","true","0113854559","347 451 9886","CENISI00@CARROZZERIACENISIA.191.IT","06/12/2022 15:47",""
"CRISTALLO","TORINO CENISIA_09_AUTORIPARAZIONI DA MARCO","VIA VIGONE 42","TORINO","TO","10139","true","0114340717","3935282220","AUTORIPARAZIONIMARCO@GMAIL.COM","28/01/2022 11:16",""
"CRISTALLO","TORINO CENTRO_01_PNEUS CENTER MASSERUT MATTEOTTI","CORSO GIACOMO MATTEOTTI 49","TORINO CENTRO","TO","10121","","0115628550","","INFO2@PNEUSCENTER.IT","","3335026792"
"CRISTALLO","TORINO CENTRO_02_AUTORIPARAZIONI MARY - MOTOR JAB","VIA BELLINI, 7","TORINO CENTRO","TO","10121","","011546928","339 426 6573","","",""
"CRISTALLO","TORINO CENTRO_03_FONTANA PNEUMATICI","CORSO PRINCIPE EUGENIO 40","TORINO CENTRO","TO","10122","true","","","FONTANAPNEUMATICI@VIRGILIO.IT","21/01/2022 15:34","3891624631"
"CRISTALLO","TORINO CENTRO_05_OFFICINA CALANDRA","VIA CALANDRA 10","TORINO CENTRO","TO","10123","","011884909","","","",""
"CRISTALLO","TORINO CIT TURIN_01_SA.MI. S.N.C.","VIA CRISSOLO 10/A","TORINO CIT TURIN","TO","10138","","","3393986906","SAMI1967@FASTWEBNET.IT","",""
"CRISTALLO","TORINO CIT TURIN_02_ELETTRAUTO AUTORIPARAZIONI MULTIMARCHE PANEBIANCO PETER","VIA GIACINTO COLLEGNO, 59","TORINO CIT TURIN","TO","10138","","0114476424","339 202 9615","PETERPANEBIANCO178@GMAIL.COM","",""
"CRISTALLO","TORINO CIT TURIN_03_AUTOFFICINA BIANZÃ ","VIA BIANZÃ 38","TORINO","TO","10143","","","348 176 4577","","",""
"CRISTALLO","TORINO CIT TURIN_03_OFFICINA COTOIA","VIA GIOVANNI CARLO CAVALLI, 32","TORINO","TO","10138","true","","3939115259","COTOIAMOTORI@LIBERO.IT","18/05/2021 11:09"," 3939843313"
"CRISTALLO","TORINO CIT TURIN_04_BADA SAS","VIA CASALIS, 59/A","TORINO","TO","10138","true","0114473884","3925613941","BADASRL@YAHOO.IT","18/05/2021 11:14","3347575592"
"CRISTALLO","TORINO CIT TURIN_05_AUTORIPARAZIONI TODISCO","VIA ALMESE 16","TORINO","TO","10138","","0110760189"," 347 2640482","","",""
"CRISTALLO","TORINO CIT TURIN_06_PNEUS EVOLUTION DI DARWIN A.","VIA SAFFI, 26","TORINO","TO","10138","","","3888257412","","",""
"CRISTALLO","TORINO CIT TURIN_07_OFFICINA DELLA SELVA","CORSO VITTORIO EMANUELE II, 192/3","TORINO","TO","10138","true","","3384128809","PASQUALEDELLASELVA52@GMAIL.COM","25/03/2022 10:46",""
"CRISTALLO","TORINO CIT TURIN_08_MURANO PNEUMATICI","VIA PRINCIPI D âACAJA N 16/L","TORINO","TO","10138","true","0114343825","3389613299","MURANOPNEUMATICI@TISCALI.IT","02/03/2023 15:12",""
"CRISTALLO","TORINO CIT TURIN_09_PNEUS EVOLUTION DI DARWIN A. - GOMMISTA","VIA SAFFI,26","TORINO","TO","10138","true","","3888257412","PNEUS_EVOLUTION@HOTMAIL.COM","08/09/2022 17:52",""
"CRISTALLO","TORINO CIT TURIN_10_PASQUALE AUTORIPARAZIONI ","CORSO VITTORIO EMANUELE, 192 (INTERNO CORTILE CANCELLO GRIGIO)","TORINO","TO","10100","","","338 412 8809","PASQUALE.DELLASELVA52@GMAIL.COM","",""
"CRISTALLO","TORINO CROCETTA_01_AUTOFFICINA VALEGGIO","VIA VALEGGIO 10","TORINO CROCETTA","TO","10128","","0115817892","","AUTOFFICINAVALEGGIO@LIBERO.IT","",""
"CRISTALLO","TORINO CROCETTA_02_DI NANNI DUE","VIA ALFONSO LAMARMORA 77/A","TORINO CROCETTA","TO","10128","true","","328 7763642","AUTORIMESSADINANNI@LIBERO.IT","05/03/2021 09:24","389 5085781"
"CRISTALLO","TORINO CROCETTA_03_ERICAR SERVICE","CORSO RE UMBERTO 34","TORINO CROCETTA","TO","10128","","0114407130","3381741087","INFO@ERICARTORINO.IT","",""
"CRISTALLO","TORINO CROCETTA_04_ERREESSE SANDRO AUTORIMESSA","VIA SEBASTIANO CABOTO 52","TORINO","TO","10129","","","3474596934","","",""
"CRISTALLO","TORINO CROCETTA_05_ERREESSE SANDRO AUTORIMESSA","VIA AMERIGO VESPUCCI 31","TORINO","TO","10129","","","3474596934","AUTORIMESSAVESPUCCI@GMAIL.COM","",""
"CRISTALLO","TORINO CROCETTA_06_AUTORIMESSA AUTOLAVAGGIO DI NUZZO ALFREDO","VIA GIAN DOMENICO CASSINI 23","TORINO","TO","10129","","011599634","3336330031","","",""
"CRISTALLO","TORINO CROCETTA_07_AUTOCARROZZERIA PIAZZI","VIA GIUSEPPE PIAZZI 52","TORINO","TO","10129","","011500907","3381194720","AUTOCARROZZERIAPIAZZI@GMAIL.COM","",""
"CRISTALLO","TORINO CROCETTA_08_FILOMENA VITO SNC","CORSO DANTE 43B","TORINO","TO","10126","true","0116689663","3388261486","FILOMENA.VITO@LIBERO.IT","21/05/2021 08:31",""
"ACREW","TORINO CROCETTA_09_AUTORIMESSA DONOTTI FRANCA","VIA CABOTO","TORINO CROCETTA","TO","10152","","","347 459 6934","","",""
"BCS","TORINO FALCHERA_01_LUDOCAR CARROZZERIA SRL AUTORIZ.OPEL","STRADA SETTIMO, 358","TORINO FALCHERA","TO","10156","","0112733031","","LUDOCAR@BOSCHCARSERVICE.IT","",""
"BCS","TORINO FALCHERA_02_MOTORTECNICA SNC DI PRATA R. E PRATA D.","VIA CAVAGNOLO, 14","TORINO FALCHERA","TO","10156","","0112624510","","MOTORTECNICA@BOSCHCARSERVICE.IT","",""
"CRISTALLO","TORINO FALCHERA_03_RIZZI MASSIMO SNC","STRADA SAN MAURO 155/A","TORINO FALCHERA","TO","10156","","0112735184","3391531024","MASSIMO.RIZZI@FASTWEBNET.IT","",""
"CRISTALLO","TORINO FALCHERA_04_CARROZZERIA SAN MAURO			","STRDA SAN MAURO 226	","TORINO FALCHERA","TO","10156","","0112731004","3294668956","C.SANMAURO@TISCALI.IT","",""
"CRISTALLO","TORINO FALCHERA_05_BT AUTO SAS","STRADA DEL CASCINOTTO 139/18	","TORINO FALCHERA","TO","10156","","0112741901","337202824","TRAPANOTTOSALVATORE@LIBERO.IT","",""
"CRISTALLO","TORINO FALCHERA_06_MONTEGROSSO FRANCESCO PNEUMATICI","LUNGO STURA LAZIO 181","TORINO FALCHERA","TO","10156","","0112732420","335209573","INFO@MONTEGROSSO.IT","",""
"BCS","TORINO FALCHERA_07_SAINO BRUNO SNC","STRADA SAN MAURO, 235","TORINOFALCHERA","TO","10156","","0112733369","","OFFICINA.SAINO@GMAIL.COM","",""
"CRISTALLO","TORINO FALCHERA_08_CARROZZERIA CAR SERVICE SNC DI ROSARIO E LUCA TROVATO &amp; C.","STRADA DEL PASCOLO 65 INT 6","TORINO","TO","10156","true","0112979160","388 901 6833","CARROZZERIA.CARSERVICE@VIRGILIO.IT","03/02/2022 14:31","346 389 2150"
"CRISTALLO","TORINO FALCHERA_09_SCUDERIA COLETTI DI BESSONE AMEDEO","STRADA DEL FRANCESE, 117/2","TORINO","TO","10156","true","011378219","3450388168","INFO@SCUDERIACOLETTIAUTORIPARAZIONI.IT","02/03/2023 09:47",""
"CRISTALLO","TORINO LINGOTTO 31_CARROZZERIA DUINO","VIA DUINO 113","TORINO","TO","10127","","0116193737","347 356 7817","INFO@CARROZZERIADUINO.IT","","338 860 9260"
"CRISTALLO","TORINO LINGOTTO_01_AUTORIMESSA GBN","VIA UGO FOSCOLO 27","TORINO","TO","10126","","","","ATELIER.GBN@GMAIL.COM","",""
"CRISTALLO","TORINO LINGOTTO_02_AUTORIMESSA GENOVA","VIA CORTEMILA 12/A","TORINO LINGOTTO","TO","10126","","0116963188","","","",""
"CRISTALLO","TORINO LINGOTTO_03_PNEUMATICI DI CAROLO","VIA ALASSIO 50A","TORINO LINGOTTO","TO","10126","","0116638151","","","",""
"CRISTALLO","TORINO LINGOTTO_04_PNEUMATICI DI CAROLO","VIA ABEGG 6D","TORINO LINGOTTO","TO","10126","","0116671407","","","",""
"CRISTALLO","TORINO LINGOTTO_05_PNEUS LINGOTTO DI MICCOLI MASSIMO","VIA NIZZA 241","TORINO LINGOTTO","TO","10126","","0116670044","","INFO@PNEUSLINGOTTO.COM","",""
"CRISTALLO","TORINO LINGOTTO_06_TOP SERVICE SAS","VIA PETRARCA 6","TORINO LINGOTTO","TO","10126","","0116687188","","","",""
"CRISTALLO","TORINO LINGOTTO_07_MAURY GOMME","VIA UGO FOSCOLO, 28/F","TORINO LINGOTTO","TO","10126","","0116690244","3477672982","MAURY.GOMME@LIBERO.IT","",""
"CRISTALLO","TORINO LINGOTTO_08_OFFICINA MICHELANGELO DAL 1970","VIA MICHELANGELO BUONARROTI 5","TORINO LINGOTTO","TO","10126","","","3341717082"," AUTOMICHELANGELO1970@GMAIL.COM","",""
"CRISTALLO","TORINO LINGOTTO_09_AUTORIPARAZIONI COLECCHIA SERGIO","VIA BEINETTE 5","TORINO LINGOTTO","TO","10127","","01119018041","","SERGAS2@MSN.COM","",""
"CRISTALLO","TORINO LINGOTTO_10_AUTORIPARAZIONI MARONCELLI","VIA LOANO 11","TORINO LINGOTTO","TO","10127","","","","19CICCIO49@GMAIL.COM","",""
"CRISTALLO","TORINO LINGOTTO_11_AUTORIPARAZIONI TECNOMOTORS","VIA RISMONDO 26","TORINO LINGOTTO","TO","10127","","0116050872","","TECNOMOTORS96@HOTMAIL.IT","",""
"CRISTALLO","TORINO LINGOTTO_12_CASULA GIOVANNI SNC","VIA SETTE COMUNI 74","TORINO LINGOTTO","TO","10127","","011610278","","CASULA.GIOVANNI@TIN.IT","",""
"CRISTALLO","TORINO LINGOTTO_13_CENTRO ASSISTENZA VST SNC","VIA NIZZA 364","TORINO LINGOTTO","TO","10127","","0116633614","","VST@CENTROASSISTENZAVST.191.IT","",""
"CRISTALLO","TORINO LINGOTTO_14_FASANO AUTOMOBILI SRL ASSISTENZA","CORSO TRAIANO 170F","TORINO LINGOTTO","TO","10127","","0113174174","","ASSISTENZA.TORINO@FASANOAUTOMOBILI.IT","",""
"CRISTALLO","TORINO LINGOTTO_15_I.G.O.R. PNEUMATICI SRL","VIA ONORATO VIGLIANI 115","TORINO LINGOTTO","TO","10127","","011616616","","COMMERCIALE@IGORPNEUMATICI.IT","",""
"CRISTALLO","TORINO LINGOTTO_16_ITALCLIMA SRL","VIA DUINO 160","TORINO LINGOTTO","TO","10127","","0116961622","","ITALCLIMA@LIBERO.IT","",""
"BCS","TORINO LINGOTTO_17_NEIROTTI SAS DI ZICHITELLA IGNAZIO GINO MARTINO","VIA VENTIMIGLIA, 168/A","TORINO LINGOTTO","TO","10127","","0116637363","","MARCONEIROTTI@LIBERO.IT","",""
"CRISTALLO","TORINO LINGOTTO_18_OFFICINA MECCANICA ERREMME SRL","VIA O. VIGLIANI, 187","TORINO LINGOTTO","TO","10127","","01119906340","","","",""
"CRISTALLO","TORINO LINGOTTO_19_SERVICE CAR SNC","VIA FRATELLI GARRONE 4","TORINO LINGOTTO","TO","10127","","0116050924","","","",""
"CRISTALLO","TORINO LINGOTTO_21_AUTORIPARAZIONI STELLA","VIA VII COMUNI 24","TORINO LINGOTTO","TO","10127","","","","OFFICINAMARCOSTELLA@LIBERO.IT","","3394487596"
"CRISTALLO","TORINO LINGOTTO_22_TOMMASO VITERBO ELETTRAUTO","VIA SOMALIA 108/34","TORINO LINGOTTO","TO","10127","","0116062281","3496060244","TOMMASO.VITERBO@ALICE.IT","",""
"CRISTALLO","TORINO LINGOTTO_23_CIRILLO MARONCELLI SAS				","CORSO MARONCELLI 50","TORINO LINGOTTO","TO","10127","","","3206304794","","",""
"CRISTALLO","TORINO LINGOTTO_24_G.M. AUTORIPARAZIONI SNC","CORSO ROSSELLI 91 BIS","TORINO LINGOTTO","TO","10129","","0113182292","3461393100","INFO@GMAUTORIPARAZIONI.COM","",""
"CRISTALLO","TORINO LINGOTTO_25_STEVEN GOMMISTA		","PIAZZA MARMOLADA 14E","TORINO LINGOTTO","TO","10129","true","0113182088","3289771658","STEVENILGOMMISTA@GMAIL.COM","23/12/2020 10:30",""
"CRISTALLO","TORINO LINGOTTO_26_ MARONI SNC","VIA EVANGELISTA TORRICELLI, 57","TORINO","TO","10126","true","0115817368","340 237 1029","OFFICINAMARONI@LIBERO.IT","08/05/2021 08:13",""
"CRISTALLO","TORINO LINGOTTO_26_AUTORIPARAZIONI PASTORE DI DE DONATO MARIO","VIA FEDERICO MENABREA, 15","TORINO LINGOTTO","TO","10126","","0116634733","","","",""
"CRISTALLO","TORINO LINGOTTO_27_CARROZZERIA ALBA","VIA MONASTIR 36","TORINO","TO","10127","true","","348 170 0368","ALBA.CARROZZERIA@VIRGILIO.IT","07/04/2021 16:26",""
"CRISTALLO","TORINO LINGOTTO_28_EFFE DUE MOTORS AUTORIPARAZIONI","VIA BARBARESCO 5/F","TORINO","TO","10127","true","0116632623","347 228 9135","EFFEDUEMOTORS@HOTMAIL.COM","11/10/2022 15:49","392 857 0596"
"CRISTALLO","TORINO LINGOTTO_29_TEKNO AUTO/F2MOTORS","VIA LA LOGGIA 36","TORINO","TO","10134","true","0113171400","331 911 9308","","04/09/2020 11:01",""
"BCS","TORINO LINGOTTO_30_AUTORIPARAZIONI MELCAR","VIA CANDIOLO, 30/G","TORINO","TO","10127","true","0116060770","349 224 6314","MELCAR2010@HOTMAIL.IT","05/11/2021 16:33",""
"CRISTALLO","TORINO LINGOTTO_31_AUTOCARROZZERIA TORINO EUROCARROZZERIA DI VICINANZA LUCA","VIA SETTE COMUNI, 78","TORINO","TO","10100","true","","3357220952","EUROCARROZZERIAFIAT@LIBERO.IT","27/10/2022 09:11",""
"CRISTALLO","TORINO LINGOTTO_32_AUTODOC ","CORSO TAZZOLI 228 INT 22A","TORINO","TO","10121","","","3894949441","AUTODOCTORINO@GMAIL.COM","",""
"CRISTALLO","TORINO MADONNA DEL PILONE_01_FONTANA PNEUMATICI","VIA CINZANO 8","TORINO MADONNA DEL PILONE","TO","10132","","","","PNEUMATICIFONTA@GMAIL.COM","","3488737828"
"CRISTALLO","TORINO MADONNA DEL PILONE_02_PUNTO GIALLO DI PALLADINO VINCENZO	","CORSO CASALE 138","TORINO MADONNA DEL PILONE","TO","10132","true","","3489211201","PUNTOGIALLOGOMME@HOTMAIL.IT","03/07/2023 10:50",""
"CRISTALLO","TORINO MADONNA DEL PILONE_03_AUTOSALONE SPLENDOR","PIAZZA GUSTAVO MODENA 2","TORINO","TO","10132","true","0110719140","338 965 0158","BARBARA@AUTOSALONESPLENDOR.191.IT","25/11/2021 12:35",""
"CRISTALLO","TORINO MADONNA DEL PILONE_04_OFFICINA TIBALDI SAS","VIA SCIOLZE 6 ","TORINO","TO","10132","","0118193072","348 791 5100","","",""
"CRISTALLO","TORINO MADONNA DEL PILONE_05_Q8 (SECONDA SEDE Q8 BORGARO)","PIAZZALE MARCO AURELIO","TORINO","TO","10132","","","","","",""
"CRISTALLO","TORINO MADONNA DI CAMPAGNA_01_AUTORIPARAZIONI NUOVA LUCENTO","VIA BRAVIN 5","TORINO MADONNA DI CAMPAGNA","TO","10149","","","","NUOVALUCENTO13@LIBERO.IT","","3477816465"
"CRISTALLO","TORINO MADONNA DI CAMPAGNA_02_GUERRIERO REVISIONI","VIA MASSEDAGLIA 3","TORINO MADONNA DI CAMPAGNA","TO","10149","","","","","","3666598665"
"CRISTALLO","TORINO MADONNA DI CAMPAGNA_03_M.F. MOTORSPORT","VIA FOLIGNO 97/6","TORINO MADONNA DI CAMPAGNA","TO","10149","","011737751","3407332739","AMMINISTRAZIONE@MFMOTORSPORT.IT","","3387704419"
"CRISTALLO","TORINO MADONNA DI CAMPAGNA_04_EMMELLE CARS","VIA FOLIGNO 100","TORINO MADONNA DI CAMPAGNA","TO","10149","","","","LUIGI@EMMELLECARS.IT","","3358438636"
"CRISTALLO","TORINO MADONNA DI CAMPAGNA_05_AUTORIPARAZIONI JOLLY","STRADA DELLA COMMEDIA 9","TORINO MADONNA DI CAMPAGNA","TO","10149","","","","","","3420991828"
"CRISTALLO","TORINO MADONNA DI CAMPAGNA_06_NUOVA CAR SERVICE","CORSO TOSCANA 11","TORINO MADONNA DI CAMPAGNA","TO","10149","","","3389739804","RINO.SBK@LIBERO.IT","",""
"CRISTALLO","TORINO MADONNA DI CAMPAGNA_07_CHIARI GIAN CARLO AUTORIP.		","PIAZZA VILLARI 11","TORINO MADONNA DI CAMPAGNA","TO","10149","","011210981","3386438332","","",""
